text,label
"Oh you're going to lecture me about healthy eating while holding a bag of chips.",passive_aggression
"I wasn't keeping count but that's the seventh time you've been late this month.",passive_aggression
"Sure borrow my jacket for the second month in a row possession is ownership right.",passive_aggression
"I'm amazed at your confidence considering the presentation you just gave.",passive_aggression
"Thanks for throwing me under the bus in the meeting it builds character.",passive_aggression
"No keep leaving your shoes in the doorway I love the obstacle course vibe.",passive_aggression
"I mean I guess not everyone needs to proofread their work before sending.",passive_aggression
"I just love it when you explain my own job to me it's so enlightening.",passive_aggression
"Sure cancel last minute again it keeps me on my toes.",passive_aggression
"I see the recycling bin was really challenging for you today.",passive_aggression
"Oh you finally read the instructions after breaking it that's one approach.",passive_aggression
"Thanks for always choosing the loudest possible ringtone in the quiet office.",passive_aggression
"I love how you react to constructive criticism like it's a personal attack.",passive_aggression
"No it's totally reasonable to text during dinner it's not like we're having a conversation.",passive_aggression
"I'm sure you didn't notice the dirty dishes because you were so focused on your show.",passive_aggression
"Oh you want to reschedule for the third time I'm sure it's important.",passive_aggression
"I just think it's great how some people can sleep through their alarms five days a week.",passive_aggression
"Thanks for explaining the rules of the game you just learned to someone who's played for years.",passive_aggression
"Sure interrupt my story to tell yours they're always so much more interesting.",passive_aggression
"I see you changed the thermostat again without asking anyone how democratic of you.",passive_aggression
"No no keep parking that way I'm sure the lines are just suggestions.",passive_aggression
"I'm delighted that you shared my private news with everyone before I could.",passive_aggression
"Oh you need an extension on the assignment I finished a week ago no worries.",passive_aggression
"Thanks for the apology that somehow made it sound like it was my fault.",passive_aggression
"I love how consistent you are at being inconsistent.",passive_aggression
"Sure go ahead and spoil the ending I definitely wasn't planning to watch it.",passive_aggression
"I mean at least you apologized even if you didn't mean a single word of it.",passive_aggression
"Thanks for volunteering the whole team for overtime without a vote.",passive_aggression
"I wasn't going to bring it up but since you keep doing it I will.",passive_aggression
"Oh you're going to correct my grammar in a text message how scholarly.",passive_aggression
"I just love spending my weekend fixing the thing you said you'd handle.",passive_aggression
"Sure use my subscription login and share it with your whole family why not.",passive_aggression
"No keep double dipping I'm sure everyone at the table enjoys it.",passive_aggression
"I'm sure it took a lot of courage to send that passive aggressive email to the whole team.",passive_aggression
"Oh you remembered to put gas in the car only after it was on empty how thoughtful.",passive_aggression
"Thanks for making plans for both of us without checking my schedule first.",passive_aggression
"I see you've decided that your comfort is more important than everyone else's sleep.",passive_aggression
"Sure take the last parking spot right in front of me I wasn't waiting or anything.",passive_aggression
"I mean I guess reading comprehension isn't a skill everyone has.",passive_aggression
"Oh you want to have this conversation now at eleven PM on a Tuesday perfect timing.",passive_aggression
"I love how you always have an opinion about what I eat but never cook yourself.",passive_aggression
"No please keep sending me memes instead of the report I asked for yesterday.",passive_aggression
"Thanks for leaving the oven on all night really appreciate the near fire hazard.",passive_aggression
"I see the concept of a shared bathroom is lost on some people.",passive_aggression
"Oh you didn't have time to vote but you had time to complain about the results.",passive_aggression
"I'm sure the person behind you in line loves that you're counting exact change.",passive_aggression
"Sure play your music on speaker on public transit the whole train wants to hear it.",passive_aggression
"Thanks for pointing out the obvious we were all sitting here completely clueless.",passive_aggression
"I just love when people give unsolicited advice about things they know nothing about.",passive_aggression
"Oh you forgot your wallet again what an unexpected and totally new development.",passive_aggression
"I mean at least you tried and by tried I mean showed up.",passive_aggression
"No keep leaving read receipts on while ignoring my messages that's not rude at all.",passive_aggression
"I'm thrilled you finally learned to use the dishwasher it only took two years.",passive_aggression
"Sure talk about your diet while I'm eating that's always a fun experience.",passive_aggression
"Thanks for the gift receipt I'm sure that wasn't a hint or anything.",passive_aggression
"Oh so now you care about the environment but you leave every light on in the house.",passive_aggression
"I love how your version of compromising is getting exactly what you wanted.",passive_aggression
"I see you scheduled the meeting during my lunch break again what a coincidence.",passive_aggression
"No please keep tagging me in things I explicitly said I didn't want to be tagged in.",passive_aggression
"I'm sure your way of loading the dishwasher works for you even if nothing comes out clean.",passive_aggression
"Oh you found time to post a story but not respond to my urgent message noted.",passive_aggression
"Thanks for the feedback that was basically just you repeating what I said but louder.",passive_aggression
"I just think it's neat that you always have an excuse ready before you even need one.",passive_aggression
"Sure eat my clearly labeled leftovers from the fridge it's a free country.",passive_aggression
"I guess being on mute for the first ten minutes of every meeting is just your thing.",passive_aggression
"Oh you reorganized my desk without asking how considerate of you.",passive_aggression
"I love how every conversation with you eventually becomes a monologue.",passive_aggression
"No keep hitting reply all on emails that only concern two people we all love the notifications.",passive_aggression
"I'm impressed by your ability to start drama and then act like the victim.",passive_aggression
"Sure tell me to calm down that always works so well.",passive_aggression
"Thanks for waiting until I sat down to ask me to grab you something from the kitchen.",passive_aggression
"I see you took the initiative to do absolutely nothing today how productive.",passive_aggression
"Oh you're going to one up my story with yours as always wonderful.",passive_aggression
"I just love when someone tells me to smile like I owe them a performance.",passive_aggression
"No keep borrowing things without returning them I enjoy the scavenger hunt.",passive_aggression
"Wow you read the entire article I'm sure the headline alone gave you all the context you needed.",passive_aggression
"Sure give me advice about my relationship you who has been single for three years.",passive_aggression
"Thanks for the invitation at the very last second really makes me feel like a priority.",passive_aggression
"I guess communication is one of those skills that some people just never develop.",passive_aggression
"Oh you forgot again must be nice to have such a carefree relationship with memory.",passive_aggression
"No please go ahead and change the channel I was just staring at the screen for fun.",passive_aggression
"I'm sure you didn't mean to take the exact idea I pitched last month and present it as your own.",passive_aggression
"Thanks for eating half my fries after saying you weren't hungry very predictable.",passive_aggression
"I love how you're so spontaneous which is another word for unreliable.",passive_aggression
"I see you decided to rearrange the furniture while I was gone how collaborative.",passive_aggression
"Sure keep drumming on the table it really helps everyone concentrate.",passive_aggression
"Oh you're going to fact check me at dinner in front of everyone how fun.",passive_aggression
"I wasn't going to mention it but you've had spinach in your teeth for two hours and nobody told you which says a lot.",passive_aggression
"Thanks for being so open minded about everything except anything I suggest.",passive_aggression
"I just find it interesting that the wifi password got changed and nobody told me.",passive_aggression
"No keep sighing loudly I'm sure it will magically solve whatever is bothering you.",passive_aggression
"I mean if you call three sentences an essay then sure you wrote an essay.",passive_aggression
"I'm amazed you found time to give me notes on my work when yours isn't even started.",passive_aggression
"Oh so we're pretending that didn't just happen okay I can play that game too.",passive_aggression
"I love when someone asks for honest feedback and then gets upset when I give it.",passive_aggression
"No it's great that you used all the hot water before anyone else woke up really thoughtful.",passive_aggression
"Sure take the armrest on both sides it's definitely meant for one person.",passive_aggression
"Thanks for helping so much today and by helping I mean watching.",passive_aggression
"I see you took the liberty of editing my section without running it by me first.",passive_aggression
"I guess personal boundaries mean different things to different people.",passive_aggression
"Oh you set an alarm for five AM and hit snooze eight times I barely noticed.",passive_aggression
"I just love it when you ask me if I'm okay in that tone that implies I shouldn't be.",passive_aggression
"No please keep leaving cabinet doors open I love the haunted house vibe.",passive_aggression
"I mean it's not like we talked about this exact thing two days ago or anything.",passive_aggression
"Sure tell me all about your hard day while I'm in the middle of telling you about mine.",passive_aggression
"I'm sure the irony of you calling someone else lazy is completely lost on you.",passive_aggression
"Oh you're five minutes early for the first time in recorded history someone call the papers.",passive_aggression
"I love how you always have energy to go out with friends but not enough to take out the trash.",passive_aggression
"Thanks for remembering literally everything except the one thing I asked you to remember.",passive_aggression
"No keep cutting me off mid sentence my thoughts clearly aren't worth finishing.",passive_aggression
"I see the car is exactly where I asked you not to park it what a shock.",passive_aggression
"I guess asking you to text when you're running late is too much to expect.",passive_aggression
"Oh you have a headache on chore day again what an incredible coincidence.",passive_aggression
"I mean I wouldn't call it clean but if that's your standard then sure it's clean.",passive_aggression
"Thanks for that reality check from someone who has definitely never made a mistake.",passive_aggression
"I wasn't going to compare but since you keep bringing up how great your ex was.",passive_aggression
"Oh you reorganized the entire pantry and now I can't find anything thanks for that.",passive_aggression
"I love how you always suggest the most expensive restaurant when it's my turn to pay.",passive_aggression
"Sure go ahead and plan our vacation to the place only you want to visit.",passive_aggression
