text,label
"I thought you were busy but I see you found time for that.",passive_aggression
"No please keep interrupting me I wasn't saying anything important.",passive_aggression
"Well at least one of us is enjoying themselves.",passive_aggression
"It's totally fine that you forgot I mean it was only important to me.",passive_aggression
"I'm sure you didn't mean to leave me out of the group chat.",passive_aggression
"Oh you brought lunch for everyone except me no worries.",passive_aggression
"I'll just assume you didn't see my message for the third time this week.",passive_aggression
"Sure I'll cover for you again it's practically my job at this point.",passive_aggression
"Thanks for always being so reliable and by that I mean never.",passive_aggression
"I didn't realize your time was more valuable than everyone else's.",passive_aggression
"Oh you had a rough day that must be so hard for you.",passive_aggression
"I'm glad you could fit me into your busy schedule of doing nothing.",passive_aggression
"No really tell me more about how difficult your life is.",passive_aggression
"I wasn't aware we were competing but congrats I guess.",passive_aggression
"Sure take the window seat it's not like I wanted it or anything.",passive_aggression
"I see you went ahead and made the decision without consulting anyone.",passive_aggression
"Oh you're the expert now my mistake.",passive_aggression
"I hope you enjoyed your weekend while I was working on our project.",passive_aggression
"That's a really creative interpretation of what I asked you to do.",passive_aggression
"I'm thrilled that you found time between your naps to join us.",passive_aggression
"No it's okay I love repeating myself for the fourth time.",passive_aggression
"You handled that situation really well if the goal was to make it worse.",passive_aggression
"I guess communication isn't everyone's strong suit.",passive_aggression
"Oh you want to split the bill evenly even though you ordered the most expensive thing.",passive_aggression
"I'm sure your method works for people who don't mind being inefficient.",passive_aggression
"No please continue telling me how to do the thing I've been doing for years.",passive_aggression
"It's adorable that you think that was a good idea.",passive_aggression
"I wasn't going to mention it but since everyone else noticed too.",passive_aggression
"Oh so now you want to talk after ignoring me all day.",passive_aggression
"I just assumed you'd cancel like you always do.",passive_aggression
"Thank you so much for your contribution it was very helpful she said sarcastically.",passive_aggression
"I really appreciate how you always think of yourself first.",passive_aggression
"Sure let me just drop everything I'm doing because you need something now.",passive_aggression
"I didn't realize I had to spell it out but here we are.",passive_aggression
"Wow you actually finished something ahead of deadline mark the calendar.",passive_aggression
"I'm not saying it was bad I'm just saying I've seen better.",passive_aggression
"Oh you're giving advice now that's new and unexpected.",passive_aggression
"I love how you always have an opinion about things that don't concern you.",passive_aggression
"Please keep explaining the concept I already taught you.",passive_aggression
"I'm sure there's a perfectly good explanation for why you forgot again.",passive_aggression
"Don't worry about apologizing I've already gotten over it without your help.",passive_aggression
"Oh you want credit for doing what you were supposed to do all along.",passive_aggression
"Thanks for proving my point without me having to say a word.",passive_aggression
"I mean I guess not everyone can be detail oriented.",passive_aggression
"No you're right my three years of experience mean nothing compared to your Google search.",passive_aggression
"How nice that you noticed something needed to be done even if you didn't do it.",passive_aggression
"Oh so when you do it it's assertive but when I do it I'm bossy.",passive_aggression
"I'll try to keep my expectations more realistic next time.",passive_aggression
"Glad you could make it to the meeting even if it's half over.",passive_aggression
"I wasn't keeping track but this is the fifth time you've cancelled.",passive_aggression
"Sure I'll proofread your email since apparently spell check is too much to ask.",passive_aggression
"It's so great that you're so comfortable doing the bare minimum.",passive_aggression
"I just love group projects where one person does all the work guess who that is.",passive_aggression
"Oh don't worry about cleaning up I'm sure the cleaning fairy will handle it.",passive_aggression
"I mean if you think that's good enough then who am I to argue.",passive_aggression
"Thanks for your input it was almost as helpful as silence.",passive_aggression
"No go ahead and use my stuff without asking it's not like I paid for it.",passive_aggression
"Wow you really understood the assignment this time only took three tries.",passive_aggression
"I'll just add that to the list of things I need to remind you about.",passive_aggression
"Sure ignore the suggestion I made two weeks ago and then propose the exact same thing.",passive_aggression
"I'm not passive aggressive I'm just honest which some people can't handle.",passive_aggression
"Oh you thought of me how sweet and by sweet I mean suspicious.",passive_aggression
"It must be exhausting being right about everything all the time.",passive_aggression
"I'll just wait here quietly since my contributions clearly aren't valued.",passive_aggression
"No no keep talking I'll just hold this thought for another thirty minutes.",passive_aggression
"I see you brought your A game today and by A game I mean excuses.",passive_aggression
"Oh you need a reminder for that too should I set an alarm for you.",passive_aggression
"Thanks for being so considerate about noise levels at midnight.",passive_aggression
"I guess personal space is a concept that doesn't apply to everyone.",passive_aggression
"Interesting that you found the budget for that but not for what I suggested.",passive_aggression
"I'm glad my carefully written report inspired you to skim the first paragraph.",passive_aggression
"Sure I'll stay late again since apparently leaving on time is frowned upon.",passive_aggression
"I love how every group decision magically aligns with what you wanted.",passive_aggression
"Oh you're sick today what a coincidence it's the day of the big presentation.",passive_aggression
"Thanks for cc'ing my boss on that really minor question very professional.",passive_aggression
"I'm sure it slipped your mind like it always conveniently does.",passive_aggression
"No please go first I've only been standing in line for twenty minutes.",passive_aggression
"Wow you actually proofread this time I'm genuinely shocked.",passive_aggression
"I appreciate you thinking of me last as always.",passive_aggression
"I mean I could have told you that three meetings ago but okay.",passive_aggression
"Sure reorganize the shared drive without telling anyone that's totally normal.",passive_aggression
"It's really endearing how you think whispering makes up for being late.",passive_aggression
"I love the confidence you have considering the circumstances.",passive_aggression
"Oh no take your time replying it's only been three business days.",passive_aggression
"I see you found the snacks I was saving for the team meeting.",passive_aggression
"Thanks for the constructive feedback and by constructive I mean destructive.",passive_aggression
"I'm sure your dog really did eat the report how original.",passive_aggression
"No go ahead and take that parking spot I was clearly just sitting here for fun.",passive_aggression
"I love when people commit to things they have no intention of doing.",passive_aggression
"Wow what a thoughtful gift card to a store that closed last year.",passive_aggression
"Oh you're delegating again shocking absolutely no one.",passive_aggression
"I mean at least you're self aware enough to know that was wrong right.",passive_aggression
"Don't worry about the mess you made someone else will clean it up like always.",passive_aggression
"I see the team spirit really kicked in after the hard part was done.",passive_aggression
"Thanks for volunteering me for something you didn't want to do yourself.",passive_aggression
"I'm glad your weekend was relaxing while I handled the emergency alone.",passive_aggression
"Oh you need an extension on the thing I finished a week early interesting.",passive_aggression
"Sure borrow my charger again it's not like you've had yours since September.",passive_aggression
"I wasn't going to bring it up but since you asked yes I noticed.",passive_aggression
"No by all means keep playing your music out loud on the train we all love it.",passive_aggression
"Funny how you only remember my number when you need something.",passive_aggression
"I mean if you call that cooking then sure you cooked.",passive_aggression
"Thanks for the update I could have gotten from reading the email myself.",passive_aggression
"Oh you watched the tutorial once you're basically an expert now.",passive_aggression
"I'll just sit here and appreciate the silence since my ideas keep getting shot down.",passive_aggression
"Wow you really put a lot of effort into that it must have taken almost five minutes.",passive_aggression
"No I'm happy for you really I just wish you'd mentioned it before I planned everything.",passive_aggression
"I see you found time to update your LinkedIn but not the shared document.",passive_aggression
"Sure leave all the lights on it's not like we pay the electricity bill oh wait.",passive_aggression
"I guess some people just aren't wired to remember things that matter to others.",passive_aggression
"I mean I would never microwave fish in a shared kitchen but that's just me.",passive_aggression
"Oh your phone died again on the exact night you were supposed to call me back.",passive_aggression
"Thanks for always parking so close to my car I really enjoy the challenge.",passive_aggression
"I'm sure you'll get around to it eventually like everything else on your list.",passive_aggression
"No it's totally fine I love when plans change at the absolute last second.",passive_aggression
"Wow that joke landed really well in your head I bet.",passive_aggression
"I wasn't expecting much and somehow I'm still disappointed.",passive_aggression
